"Time [sec]","ACC X","ACC Y","ACC Z","GYRO X","GYRO Y","GYRO Z","FSR"
"0.0","-9.96","-2.90","-0.27","0.01","0.04","-0.00","563.47"
"0.050048828","-9.92","-3.10","-0.12","0.01","0.05","0.01","563.52"
"0.10003662","-9.89","-2.98","-0.16","-0.00","0.05","0.00","563.57"
"0.15002441","-9.96","-3.26","-0.20","0.00","0.04","0.00","563.62"
"0.2000122","-10.04","-2.90","-0.24","0.00","0.04","0.01","563.67"
"0.25","-9.92","-3.10","-0.16","0.01","0.05","0.02","563.72"
"0.3100586","-9.89","-2.82","-0.24","0.01","0.06","0.03","563.78"
"0.3600464","-9.81","-3.14","0.04","0.06","0.07","0.03","563.83"
"0.41003418","-10.04","-2.86","-0.20","0.20","0.06","0.03","563.88"
"0.46002197","-9.65","-3.26","-0.47","0.14","0.03","-0.02","563.93"
"0.51000977","-10.47","-2.16","0.04","0.04","-0.02","-0.03","563.98"
"0.5700073","-9.34","-3.65","-0.31","0.22","-0.03","-0.16","564.04"
"0.62005615","-10.24","-1.45","-0.27","0.02","-0.05","-0.18","564.09"
"0.67004395","-9.10","-2.67","0.16","0.21","-0.10","-0.39","564.14"
"0.72003174","-9.65","-3.22","-0.47","0.11","-0.17","-0.43","564.19"
"0.7800293","-8.32","-4.35","0.90","-0.03","-0.25","-0.79","564.25"
"0.8300171","-10.04","-0.75","0.94","0.50","-0.29","-0.69","564.30"
"0.8800049","-6.00","-9.49","0.35","0.49","-0.36","-1.29","564.35"
"0.9300537","-10.36","-3.96","1.73","-0.08","-0.56","-0.29","564.40"
"0.9800415","-8.79","-10.83","0.90","0.14","-0.45","-0.29","564.45"
"1.0400391","-10.28","-6.51","1.84","-0.26","-0.64","0.41","564.51"
"1.0900269","-11.26","-6.00","3.73","0.04","-0.62","0.72","564.56"
"1.1400146","-12.20","-1.65","2.94","0.08","-0.59","0.86","564.61"
"1.1900024","-8.79","0.16","12.08","1.10","-0.45","0.01","564.66"
"1.2400513","-12.83","-1.88","-0.16","2.52","-1.36","-1.48","564.71"
"1.2900391","-13.49","-19.06","8.24","-2.55","-3.66","-3.19","564.76"
"1.3500366","-7.45","-7.06","3.41","-2.03","-4.57","-4.56","564.82"
"1.4000244","-4.86","-4.43","1.10","-0.01","-3.43","-4.11","564.87"
"1.4500122","-1.18","2.28","2.28","2.71","-1.98","-2.59","564.92"
"1.5","-12.32","-14.16","-1.96","0.95","-0.40","-0.62","564.97"
"1.5500488","-10.83","3.69","-5.26","-0.73","4.48","3.16","565.02"
"1.6100464","-18.99","0.39","-2.94","0.83","6.19","6.21","565.08"
"1.6600342","-20.01","-20.01","13.85","2.63","10.17","5.41","565.13"
"1.710022","-20.01","-2.94","-3.14","2.10","7.44","5.93","565.18"
"1.7600098","-19.97","8.24","0.47","-6.71","5.33","4.99","565.23"
"1.8100586","-11.69","-2.63","0.67","1.44","2.91","0.93","565.28"
"1.8700562","-9.65","-2.20","2.39","-1.35","1.70","-0.69","565.34"
"1.920044","-6.24","0.35","1.65","-1.42","1.09","0.11","565.39"
"1.9700317","-6.98","-0.94","1.53","-1.54","0.67","0.68","565.44"
"2.0200195","-4.75","0.94","2.59","-0.80","0.32","-0.09","565.49"
"2.0700073","-7.02","-4.24","1.96","-0.56","-0.68","-0.89","565.54"
"2.130005","-7.49","3.57","1.02","-1.43","-1.26","-1.50","565.60"
"2.1800537","-10.12","-1.65","1.37","0.23","-1.89","-2.36","565.65"
"2.2300415","-12.32","-2.43","2.16","-0.14","-2.31","-2.65","565.70"
"2.2800293","-14.55","-2.20","2.90","-0.08","-2.82","-2.99","565.75"
"2.330017","-14.55","-4.39","3.73","-0.13","-2.99","-3.20","565.80"
"2.3900146","-14.28","-5.14","3.02","-0.46","-2.95","-3.02","565.86"
"2.4400024","-11.41","-4.98","1.45","-0.89","-2.34","-2.77","565.91"
"2.4900513","-11.06","-2.86","-0.08","-1.14","-1.23","-1.98","565.96"
"2.540039","-12.43","0.67","-1.41","-0.59","-0.20","-0.45","566.01"
"2.6000366","-14.32","6.28","0.39","1.25","1.77","2.54","566.07"
"2.6500244","-9.53","-2.20","-1.69","0.14","1.81","0.80","566.12"
"2.7000122","-17.46","0.90","3.73","-0.13","0.40","1.21","566.17"
"2.75","-5.37","0.59","-1.06","-0.09","0.68","0.32","566.22"
"2.8000488","-9.96","-7.53","1.22","0.87","0.48","0.16","566.27"
"2.8600464","-10.71","-0.20","-0.55","-1.01","0.34","0.35","566.33"
"2.9100342","-9.73","-3.96","0.67","-0.00","0.25","0.11","566.38"
"2.960022","-10.20","-2.08","0.82","-0.25","0.25","0.16","566.43"
"3.0100098","-9.73","-3.49","0.20","0.04","0.23","0.06","566.48"
"3.0600586","-9.92","-2.67","0.71","-0.21","0.20","0.15","566.53"
"3.1200562","-10.04","-2.51","0.31","-0.11","0.21","0.15","566.59"
"3.170044","-9.96","-2.47","-0.47","-0.13","0.17","0.10","566.64"
"3.2200317","-9.96","-2.55","0.16","-0.01","0.15","0.08","566.69"
"3.2700195","-10.04","-2.71","-0.24","0.00","0.15","0.07","566.74"
"3.3200073","-10.20","-2.12","-0.08","0.09","0.12","0.05","566.79"
